label,total_minutes,switch_count,longest_session_minutes,productive_minutes,productive_ratio,tod_morning_minutes,tod_afternoon_minutes,tod_evening_minutes,tod_night_minutes,study_minutes,social_minutes,entertainment_minutes,productivity_minutes,travel_minutes,category_count,category_entropy
distraction,667.82,17.45,71.87,164.75,0.2467,99.05,169.5,231.73,212.14,76.81,172.3,294.17,87.94,56.83,5,2.053949
distraction,678.73,15.55,51.12,180.77,0.2663,98.28,183.21,185.77,166.19,78.38,163.84,244.66,102.38,66.68,5,2.150334
distraction,706.12,15.81,78.92,208.05,0.2946,91.08,204.09,210.04,204.91,89.66,117.98,316.64,118.39,88.51,5,2.112826
distraction,680.58,15.11,78.77,186.88,0.2746,93.57,190.76,240.07,164.48,62.44,142.34,240.65,124.44,76.24,5,2.158777
distraction,727.27,15.83,76.36,162.72,0.2237,103.04,201.37,239.28,181.78,60.15,179.13,293.06,102.58,65.06,5,2.05793
distraction,613.3,13.27,84.08,203.07,0.3311,86.37,159.83,192.44,210.4,61.2,139.37,290.57,141.86,66.15,5,2.086624
distraction,675.75,18.4,56.96,226.69,0.3355,115.7,192.79,214.4,149.51,83.0,171.6,300.94,143.69,59.46,5,2.105972
distraction,700.14,18.04,86.94,185.0,0.2642,92.85,189.94,211.43,214.22,50.72,120.1,303.7,134.28,74.26,5,2.048791
distraction,693.28,13.97,82.55,147.66,0.213,112.35,164.61,225.75,189.04,54.99,145.63,260.75,92.67,58.05,5,2.064252
distraction,710.36,16.28,52.88,186.88,0.2631,87.41,191.5,248.77,189.96,55.18,177.53,267.36,131.7,66.32,5,2.098598
distraction,679.31,16.35,55.51,201.55,0.2967,82.69,176.38,211.33,149.96,86.62,148.16,266.69,114.93,74.74,5,2.15934
distraction,604.07,14.99,58.96,180.0,0.298,117.62,201.11,202.6,194.23,84.12,123.25,255.75,95.88,74.06,5,2.149353
distraction,602.23,18.59,70.0,231.34,0.3841,95.97,157.83,233.83,152.76,88.57,120.23,286.78,142.77,84.13,5,2.154388
distraction,674.78,15.01,80.59,184.28,0.2731,85.57,182.35,236.37,209.69,90.87,117.1,265.42,93.41,60.44,5,2.115235
distraction,709.4,17.22,80.62,180.41,0.2543,81.41,204.05,251.49,186.87,88.91,120.1,320.32,91.49,86.17,5,2.07996
distraction,700.24,13.21,70.3,162.63,0.2322,106.01,176.58,206.24,204.49,49.03,181.26,259.35,113.6,51.67,5,2.049566
distraction,764.86,18.16,77.28,124.95,0.1634,109.52,182.62,188.65,198.6,46.07,169.15,308.02,78.87,71.37,5,1.987037
distraction,715.18,18.9,64.71,171.36,0.2396,87.75,176.83,189.05,161.24,66.49,124.64,274.42,104.88,85.89,5,2.122491
distraction,695.95,18.95,50.6,183.68,0.2639,108.79,195.63,190.36,153.87,56.36,177.18,306.39,127.32,72.72,5,2.069236
distraction,622.51,16.64,69.15,146.66,0.2356,84.9,158.84,202.51,183.06,47.19,160.86,256.98,99.48,61.7,5,2.063173
distraction,679.09,18.65,81.21,181.75,0.2676,91.71,187.68,221.88,163.73,81.76,179.06,254.83,99.99,78.53,5,2.156769
distraction,715.6,14.68,58.14,148.95,0.2082,85.49,203.8,201.14,196.93,70.17,178.03,298.5,78.78,74.87,5,2.058646
distraction,627.94,16.9,68.15,195.77,0.3118,84.57,179.95,187.36,164.46,63.62,124.94,323.01,132.15,77.93,5,2.061255
distraction,659.15,18.18,65.39,167.27,0.2538,81.78,165.29,197.91,175.18,86.36,134.54,289.88,80.91,69.81,5,2.085542
distraction,599.41,18.36,86.91,173.17,0.2889,116.3,195.51,226.37,198.01,60.26,139.35,237.34,112.91,74.35,5,2.150827
distraction,651.37,13.34,54.37,191.85,0.2945,95.52,191.06,232.46,205.1,86.46,144.93,300.63,105.39,79.42,5,2.11842
distraction,758.84,15.29,79.83,183.26,0.2415,116.99,161.59,186.06,200.97,68.18,154.78,281.7,115.08,56.5,5,2.080916
distraction,761.17,16.69,64.47,141.77,0.1863,106.37,194.12,241.72,187.56,49.28,153.0,265.38,92.5,65.78,5,2.059584
distraction,612.38,15.64,68.66,170.89,0.2791,118.64,179.01,244.1,160.25,73.42,133.52,251.09,97.47,68.51,5,2.136011
distraction,600.55,14.08,80.64,186.29,0.3102,91.05,198.45,193.91,189.12,91.94,157.72,263.26,94.35,52.56,5,2.1106
distraction,616.44,18.16,73.2,154.37,0.2504,81.68,190.87,189.26,195.02,75.9,123.01,238.47,78.47,77.38,5,2.148052
distraction,636.63,16.6,63.99,180.36,0.2833,83.1,177.19,220.77,161.59,57.87,175.02,266.8,122.49,78.73,5,2.121443
distraction,648.64,13.86,63.06,196.16,0.3024,111.53,171.75,213.57,190.64,63.57,144.12,292.77,132.59,85.03,5,2.116879
distraction,674.72,18.47,51.02,212.21,0.3145,104.36,195.4,220.76,199.66,93.68,126.22,239.01,118.53,87.21,5,2.212196
distraction,681.47,17.36,65.24,173.16,0.2541,119.91,158.92,190.41,210.49,74.07,130.04,309.77,99.08,51.3,5,2.021516
distraction,630.42,18.09,71.11,185.39,0.2941,82.06,178.62,221.71,175.87,70.17,153.38,272.63,115.21,79.32,5,2.136154
distraction,638.45,15.17,68.23,182.32,0.2856,109.93,160.77,201.87,196.3,86.8,132.08,256.88,95.51,80.71,5,2.162411
distraction,748.44,16.63,67.96,162.73,0.2174,96.75,183.47,242.87,153.77,63.09,150.4,317.32,99.64,76.13,5,2.049823
distraction,686.77,14.72,62.55,187.36,0.2728,83.26,176.05,253.83,185.32,83.82,155.93,247.43,103.53,60.41,5,2.145049
distraction,703.87,14.58,72.18,221.62,0.3149,117.21,192.14,193.85,147.39,83.63,176.35,236.4,137.99,54.83,5,2.157007
distraction,667.66,18.43,64.17,223.8,0.3352,96.09,182.85,234.84,153.33,79.5,124.27,313.02,144.3,86.74,5,2.118445
distraction,751.54,17.43,64.2,206.32,0.2745,97.96,175.44,216.48,203.44,89.92,158.16,324.47,116.4,51.81,5,2.054527
distraction,642.07,18.62,53.35,153.28,0.2387,115.82,184.68,210.89,190.46,68.86,127.84,303.94,84.42,86.65,5,2.067264
distraction,658.29,14.78,63.64,177.54,0.2697,102.57,199.87,225.59,204.08,66.93,156.17,320.03,110.61,53.88,5,2.022033
distraction,666.8,17.41,89.57,158.44,0.2376,88.43,180.96,225.26,188.08,61.14,127.49,247.89,97.3,82.56,5,2.138299
distraction,607.9,14.73,86.71,142.54,0.2345,119.55,192.67,249.72,191.65,59.24,134.17,274.5,83.3,85.41,5,2.088216
distraction,615.38,18.76,71.59,189.06,0.3072,111.96,155.33,243.28,146.8,55.34,167.84,237.46,133.72,86.1,5,2.161192
distraction,626.57,14.77,54.38,207.07,0.3305,108.25,197.24,216.11,175.26,92.09,166.25,281.88,114.98,83.24,5,2.16197
distraction,637.35,13.47,81.73,232.74,0.3652,109.09,171.36,220.49,164.33,88.23,166.21,245.48,144.52,64.15,5,2.176295
distraction,703.51,15.6,87.29,200.04,0.2843,111.77,170.88,243.9,191.28,70.64,164.48,263.33,129.39,86.99,5,2.164567
distraction,747.96,18.66,76.93,166.2,0.2222,90.61,162.57,241.97,196.35,46.78,115.56,247.32,119.41,65.05,5,2.089141
distraction,640.87,13.02,52.69,191.24,0.2984,102.31,165.43,197.47,174.27,54.93,181.56,312.14,136.31,79.98,5,2.077078
distraction,637.35,14.08,62.0,179.89,0.2822,89.28,169.61,218.95,200.77,64.01,159.64,278.58,115.87,76.28,5,2.114365
distraction,660.6,17.53,61.49,171.52,0.2596,118.77,171.27,231.37,153.11,62.86,121.76,245.11,108.67,85.24,5,2.154999
distraction,673.65,15.9,82.19,143.89,0.2136,99.57,175.6,201.44,165.37,60.95,163.79,298.43,82.95,80.95,5,2.057465
distraction,681.35,14.91,65.66,219.29,0.3218,97.68,174.93,248.87,163.78,89.49,119.26,304.46,129.8,60.46,5,2.089568
distraction,721.07,14.0,58.25,194.29,0.2694,105.01,202.39,227.93,168.08,61.99,136.6,271.88,132.3,72.9,5,2.118147
distraction,698.89,18.47,80.67,171.55,0.2455,102.12,187.75,221.31,170.35,46.0,171.17,243.12,125.56,78.19,5,2.119449
distraction,625.72,18.46,63.26,165.35,0.2643,88.62,191.67,250.8,147.53,52.85,175.18,255.64,112.5,82.05,5,2.120469
distraction,593.61,14.81,59.2,174.19,0.2935,110.9,167.37,204.07,153.65,92.02,142.86,278.64,82.18,56.28,5,2.084447
distraction,731.13,13.44,78.88,161.95,0.2215,110.5,175.77,186.03,203.12,77.76,166.84,259.3,84.18,53.4,5,2.085626
distraction,698.88,14.87,62.95,179.1,0.2563,100.49,156.17,204.18,159.19,52.59,170.48,252.49,126.51,74.23,5,2.12062
distraction,637.57,16.37,69.33,185.8,0.2914,116.31,181.66,202.12,146.2,77.8,135.39,243.38,108.0,88.68,5,2.18726
distraction,679.47,18.85,65.89,165.77,0.244,89.28,173.49,224.42,190.0,64.68,153.26,244.75,101.09,58.96,5,2.114435
distraction,649.84,15.94,60.0,228.79,0.3521,85.65,185.82,218.15,195.61,85.48,121.68,250.23,143.31,84.59,5,2.192741
distraction,692.0,13.9,62.86,185.34,0.2678,102.61,175.33,185.39,193.33,56.62,132.64,263.03,128.72,63.51,5,2.098848
distraction,725.91,17.25,70.58,197.93,0.2727,114.35,204.64,190.7,152.35,84.73,136.91,293.68,113.19,62.87,5,2.100445
distraction,715.87,15.63,88.88,191.77,0.2679,81.56,176.21,196.95,201.22,63.78,126.35,302.33,127.98,56.65,5,2.046128
distraction,677.69,14.77,86.88,195.75,0.2888,107.07,181.12,228.06,171.01,82.45,142.96,261.71,113.3,67.42,5,2.146444
distraction,707.04,16.12,60.05,163.7,0.2315,98.52,201.81,249.9,195.41,52.08,129.31,290.26,111.63,78.58,5,2.068448
distraction,743.43,13.9,52.68,163.47,0.2199,119.08,170.59,198.14,193.58,51.77,173.06,235.88,111.71,66.65,5,2.114795
distraction,686.79,16.35,59.04,140.83,0.2051,105.15,201.39,204.22,202.45,61.55,147.81,249.08,79.28,64.02,5,2.089879
distraction,746.26,16.25,76.37,170.63,0.2286,83.1,162.62,236.15,164.6,74.22,158.72,271.29,96.4,60.19,5,2.095809
distraction,637.33,17.63,73.69,180.9,0.2838,91.09,195.36,245.99,191.79,50.12,156.11,303.94,130.78,63.21,5,2.039633
distraction,675.21,13.88,56.59,183.24,0.2714,114.98,171.17,247.72,148.65,53.4,184.24,243.22,129.84,82.13,5,2.140751
distraction,682.11,16.36,65.09,188.52,0.2764,95.42,178.72,206.82,181.54,66.98,137.9,280.03,121.54,54.69,5,2.077888
distraction,685.52,17.27,83.6,223.12,0.3255,102.42,179.5,240.23,192.98,89.16,181.88,320.09,133.95,83.34,5,2.131852
distraction,690.42,17.02,79.14,166.14,0.2406,88.55,182.99,254.85,210.76,66.77,116.77,267.91,99.37,68.64,5,2.098385
distraction,658.84,13.03,62.42,181.28,0.2752,83.76,173.44,202.76,209.51,53.95,115.75,274.79,127.33,71.04,5,2.083336
distraction,699.22,14.52,75.01,140.92,0.2015,118.85,196.17,245.42,209.93,46.68,148.51,238.95,94.25,77.82,5,2.109046
distraction,769.5,17.84,51.53,185.93,0.2416,81.15,199.71,195.72,196.53,76.61,148.14,313.74,109.32,80.02,5,2.093643
distraction,746.76,13.37,53.9,155.95,0.2088,101.76,204.17,198.59,187.98,51.58,174.21,240.04,104.37,75.5,5,2.118907
distraction,593.0,16.52,87.77,221.24,0.3731,100.65,202.03,213.22,203.64,86.86,137.15,298.84,134.38,86.23,5,2.146815
distraction,710.54,15.66,61.02,181.0,0.2547,87.95,180.27,197.11,197.28,48.25,150.11,300.61,132.75,53.36,5,2.01654
distraction,740.81,17.18,72.65,139.32,0.1881,98.52,160.81,191.34,196.07,45.16,139.55,265.73,94.16,72.73,5,2.061702
distraction,623.42,15.25,53.25,217.16,0.3483,108.97,167.34,243.61,189.96,74.56,168.67,305.99,142.6,58.7,5,2.085479
distraction,752.27,14.07,55.62,182.46,0.2426,92.62,166.3,198.18,206.85,54.55,124.29,239.8,127.91,78.24,5,2.14463
distraction,621.88,15.09,75.67,183.58,0.2952,97.99,186.55,243.22,147.57,59.75,133.52,279.09,123.83,73.15,5,2.100708
distraction,740.25,17.87,81.85,176.94,0.239,88.3,189.98,220.26,203.09,64.28,129.75,298.2,112.66,63.88,5,2.059828
distraction,732.97,13.69,76.33,178.68,0.2438,87.46,161.99,226.08,171.06,49.54,133.07,277.09,129.14,51.26,5,2.037312
distraction,658.02,13.05,66.86,151.79,0.2307,93.39,187.39,192.01,208.92,74.42,164.09,291.65,77.37,84.77,5,2.087872
distraction,645.13,16.46,67.4,156.37,0.2424,95.97,196.7,202.68,171.13,68.34,116.52,307.83,88.03,68.26,5,2.02987
distraction,650.82,18.41,70.28,174.94,0.2688,96.84,193.7,251.78,173.05,78.93,182.95,313.97,96.01,80.53,5,2.087522
distraction,595.14,14.19,88.9,210.17,0.3532,110.07,161.49,208.32,212.19,70.61,177.06,321.87,139.56,87.71,5,2.11092
distraction,764.66,13.01,55.9,189.07,0.2473,115.32,170.06,190.63,161.53,60.46,171.1,276.28,128.61,56.61,5,2.080252
distraction,626.6,15.86,63.79,141.64,0.226,98.83,189.34,233.91,208.9,49.51,162.93,311.11,92.13,64.97,5,1.999069
distraction,710.32,17.58,55.34,211.0,0.2971,110.93,199.9,242.39,196.13,86.57,168.41,243.62,124.44,55.14,5,2.151963
distraction,666.43,14.33,74.34,144.71,0.2171,110.71,173.46,208.79,202.63,64.69,149.18,301.64,80.02,73.46,5,2.043206
distraction,699.9,14.27,67.42,221.61,0.3166,93.58,187.7,214.8,164.95,82.58,160.19,247.43,139.02,57.52,5,2.154099
distraction,659.63,17.09,83.37,163.5,0.2479,98.6,159.13,233.02,152.1,86.06,182.1,272.96,77.44,56.54,5,2.074927
distraction,745.24,15.73,69.45,161.03,0.2161,118.4,175.09,239.0,166.21,85.18,137.33,286.72,75.86,65.36,5,2.073393
distraction,636.56,15.84,63.4,193.96,0.3047,101.4,173.24,239.98,213.65,76.71,171.17,275.52,117.25,64.91,5,2.120473
distraction,685.71,16.54,57.9,186.4,0.2718,112.51,191.38,216.85,148.4,64.17,125.53,265.34,122.23,87.37,5,2.142716
distraction,640.71,14.51,63.5,160.35,0.2503,91.85,195.96,222.99,157.51,51.08,140.7,315.02,109.27,77.46,5,2.034456
distraction,654.24,13.22,79.55,143.6,0.2195,89.95,159.2,191.62,195.88,45.88,159.52,288.62,97.72,64.29,5,2.023205
distraction,703.93,17.95,83.4,160.78,0.2284,109.31,181.18,217.09,150.36,66.56,183.03,297.01,94.23,59.76,5,2.045614
distraction,657.1,18.88,53.15,195.72,0.2978,117.1,192.46,214.58,146.57,52.34,159.65,314.38,143.38,65.28,5,2.044165
distraction,761.06,13.7,57.67,178.55,0.2346,90.44,170.16,220.98,204.8,57.84,176.8,310.32,120.7,67.34,5,2.053897
distraction,633.88,17.48,81.13,186.14,0.2937,91.07,188.57,227.32,208.68,84.95,148.1,303.46,101.2,67.48,5,2.090036
distraction,712.08,14.6,73.96,162.14,0.2277,119.04,170.91,200.49,146.27,58.63,116.31,272.29,103.5,55.19,5,2.052027
distraction,648.43,16.81,63.15,143.33,0.221,95.56,201.49,185.88,168.84,48.19,164.84,309.43,95.15,73.52,5,2.017892
distraction,652.35,17.04,60.23,174.56,0.2676,81.29,197.61,252.74,189.2,67.22,166.98,253.96,107.34,77.91,5,2.143567
distraction,691.04,14.89,76.98,151.79,0.2197,81.18,186.24,196.67,169.61,62.26,183.94,268.23,89.53,61.67,5,2.068148
distraction,667.68,14.41,86.85,171.43,0.2568,85.27,185.36,244.48,151.79,94.79,183.13,285.08,76.64,69.63,5,2.096553
distraction,629.29,17.41,66.04,209.56,0.333,96.34,192.56,214.27,186.95,94.61,127.5,249.32,114.95,81.1,5,2.192904
distraction,647.49,14.91,71.43,145.55,0.2248,95.69,197.95,219.64,177.47,63.16,176.93,321.42,82.39,80.47,5,2.03264
distraction,738.7,15.0,68.56,207.15,0.2804,86.89,200.36,211.83,190.72,67.47,127.43,260.96,139.67,71.31,5,2.137613
distraction,765.36,18.99,73.98,185.06,0.2418,109.29,202.27,207.75,162.5,65.51,158.32,247.47,119.55,74.8,5,2.151969
distraction,692.48,16.92,72.08,149.96,0.2166,114.54,197.52,196.3,170.83,68.6,140.92,301.87,81.37,85.34,5,2.068565
distraction,747.44,18.37,58.28,194.36,0.26,98.45,167.25,227.23,214.28,53.76,179.5,264.05,140.6,61.72,5,2.092797
distraction,733.42,18.52,56.37,203.66,0.2777,98.49,203.12,185.48,147.26,93.64,122.78,289.36,110.02,63.25,5,2.1091
distraction,711.84,14.56,78.64,233.04,0.3274,84.84,193.83,230.3,182.39,88.35,175.35,241.33,144.69,66.68,5,2.183105
distraction,594.27,17.61,64.53,194.86,0.3279,108.66,180.58,230.47,175.0,69.04,135.51,270.86,125.82,82.89,5,2.144051
distraction,612.33,14.01,66.52,145.67,0.2379,93.59,200.65,240.69,159.71,52.3,172.77,302.82,93.37,54.47,5,1.995126
distraction,607.48,14.56,61.81,157.29,0.2589,97.79,194.37,233.97,184.78,77.1,177.94,279.24,80.18,59.79,5,2.066909
distraction,697.0,15.18,61.65,168.43,0.2416,117.79,162.92,229.37,178.27,83.07,135.19,254.89,85.36,64.83,5,2.125667
distraction,669.18,15.31,75.47,186.81,0.2792,81.12,165.58,206.21,185.9,59.74,163.66,248.19,127.06,61.69,5,2.12002
distraction,636.7,14.02,63.77,208.24,0.3271,86.24,197.63,207.0,171.21,81.06,184.73,271.53,127.18,74.74,5,2.15146
distraction,745.77,13.09,87.88,156.1,0.2093,93.69,170.47,200.7,164.48,69.26,151.77,250.78,86.84,85.89,5,2.144065
distraction,730.04,18.44,83.6,204.96,0.2808,113.83,194.15,221.69,160.99,84.46,139.96,276.34,120.5,86.51,5,2.163641
distraction,626.46,16.32,71.39,181.11,0.2891,109.65,198.63,252.93,148.92,78.21,121.92,264.66,102.89,52.69,5,2.094302
distraction,692.01,14.47,77.59,150.32,0.2172,98.24,157.01,227.64,183.64,57.4,166.76,297.07,92.93,76.03,5,2.057036
distraction,606.44,13.37,59.1,187.65,0.3094,103.43,184.06,217.5,182.59,54.5,119.46,316.28,133.15,70.9,5,2.034837
distraction,730.65,14.18,71.69,180.32,0.2468,88.6,179.36,224.85,185.72,60.94,128.75,245.48,119.37,53.34,5,2.104399
distraction,745.01,16.69,68.25,187.63,0.2519,80.02,192.73,227.09,179.48,50.58,169.42,252.53,137.06,82.23,5,2.131636
distraction,621.78,14.49,61.01,181.36,0.2917,102.45,170.44,215.8,213.41,70.36,181.6,261.97,110.99,84.69,5,2.149183
distraction,760.23,13.39,67.28,166.72,0.2193,92.19,201.26,216.02,189.65,69.38,183.2,277.35,97.34,56.53,5,2.069726
distraction,686.95,14.92,71.22,183.65,0.2673,84.12,170.0,227.67,184.97,54.13,168.4,254.19,129.52,70.07,5,2.117178
distraction,617.83,13.94,88.27,181.47,0.2937,119.25,187.67,240.21,199.58,52.82,170.01,311.71,128.65,74.4,5,2.058772
distraction,638.49,15.0,64.16,199.68,0.3127,109.81,177.49,214.77,172.55,91.64,174.94,262.33,108.04,55.8,5,2.128747
distraction,665.08,18.85,80.68,186.4,0.2803,80.78,190.22,199.6,195.17,83.11,182.81,266.83,103.29,82.21,5,2.153466
drop_off,261.27,2.1,68.6,81.55,0.3121,40.09,84.26,65.34,82.16,43.67,79.55,82.8,37.87,26.2,5,2.191262
drop_off,265.57,3.48,87.51,102.83,0.3872,53.08,69.48,74.01,100.34,48.98,63.49,127.98,53.85,15.92,4,2.074236
drop_off,272.5,1.83,65.37,80.66,0.296,47.99,62.98,98.76,90.69,30.07,53.8,85.86,50.59,33.47,5,2.217244
drop_off,241.25,3.22,90.51,69.48,0.288,32.34,71.24,74.57,71.09,32.52,50.0,66.16,36.95,19.9,4,2.214627
drop_off,328.09,4.22,77.83,84.84,0.2586,52.31,57.37,83.42,93.04,28.4,75.57,81.98,56.44,32.07,5,2.202813
drop_off,266.62,1.86,76.43,112.05,0.4202,36.68,69.45,62.4,96.42,58.88,52.77,112.34,53.16,15.46,4,2.112525
drop_off,347.82,3.89,91.61,76.26,0.2193,39.74,72.99,91.72,106.72,50.61,61.86,62.25,25.65,25.08,5,2.217621
drop_off,299.14,1.76,96.9,129.93,0.4344,43.52,89.72,97.6,108.36,73.71,66.59,115.9,56.22,31.93,5,2.208232
drop_off,280.33,1.72,85.91,81.89,0.2921,34.87,71.11,94.63,111.01,38.84,84.03,111.73,43.05,28.01,5,2.135315
drop_off,280.54,2.18,77.09,74.06,0.264,32.28,58.92,93.73,86.33,26.07,40.32,117.98,47.99,15.38,4,1.985453
drop_off,284.09,4.1,66.1,114.07,0.4015,48.74,58.25,69.08,71.31,58.27,68.72,84.83,55.8,32.61,5,2.260254
drop_off,304.27,2.45,69.2,123.41,0.4056,30.68,62.12,81.21,83.55,67.23,67.0,126.83,56.18,21.55,5,2.138747
drop_off,351.08,4.0,75.0,75.08,0.2138,38.21,79.76,97.0,89.02,35.86,46.87,122.92,39.21,23.79,5,2.058321
drop_off,282.55,2.03,96.53,78.18,0.2767,47.18,54.87,97.83,76.02,44.96,59.03,117.01,33.23,16.86,4,2.052383
drop_off,288.48,3.9,74.39,110.23,0.3821,32.17,54.48,82.85,70.36,55.24,55.84,73.37,54.99,34.7,5,2.28458
drop_off,332.48,2.8,93.91,104.32,0.3138,33.62,89.99,64.22,102.18,45.02,57.73,126.2,59.3,31.73,5,2.154506
drop_off,274.56,1.92,69.96,111.62,0.4065,42.07,55.12,67.79,104.75,48.57,53.74,105.32,63.05,21.47,5,2.164492
drop_off,326.72,2.74,66.3,85.15,0.2606,29.52,87.45,108.27,107.1,28.06,83.32,106.27,57.1,22.43,5,2.104984
drop_off,333.44,2.42,85.01,94.24,0.2826,53.09,60.61,76.05,109.16,34.08,45.47,71.37,60.16,24.95,5,2.227965
drop_off,266.42,2.63,83.94,95.81,0.3596,40.81,56.33,60.75,114.86,69.44,83.6,123.95,26.37,15.93,4,2.027757
drop_off,232.9,3.11,65.38,103.91,0.4461,43.3,75.47,75.57,93.47,74.41,63.78,128.84,29.5,32.12,5,2.113918
drop_off,346.4,2.93,89.95,82.66,0.2386,51.26,57.85,70.97,76.49,31.41,58.28,102.95,51.25,29.33,5,2.163334
drop_off,351.92,1.82,69.05,64.57,0.1835,29.91,76.37,76.43,118.7,36.28,44.74,88.27,28.29,32.74,5,2.181177
drop_off,313.57,2.77,86.45,99.08,0.316,42.54,87.38,61.71,115.3,51.0,84.18,113.19,48.09,17.63,4,2.113342
drop_off,273.9,3.88,66.48,60.32,0.2202,34.32,72.88,84.19,87.2,27.4,49.11,70.01,32.92,15.68,4,2.154665
drop_off,308.02,3.14,64.71,113.94,0.3699,32.94,80.74,106.19,86.86,65.85,62.61,75.04,48.09,27.43,5,2.251116
drop_off,344.95,3.5,73.7,95.04,0.2755,40.61,52.52,78.27,102.11,37.76,64.37,98.42,57.28,28.26,5,2.193866
drop_off,355.07,2.39,94.93,65.4,0.1842,33.82,67.45,109.22,74.15,31.31,62.87,67.78,34.09,26.01,5,2.213902
drop_off,341.38,4.02,68.87,91.14,0.267,24.54,79.34,77.7,100.05,50.24,87.06,129.9,40.9,18.9,4,2.06542
drop_off,241.25,4.34,81.23,114.0,0.4725,35.98,54.01,68.28,101.72,68.0,80.01,85.39,46.0,19.61,4,2.184383
drop_off,306.55,4.07,71.14,122.21,0.3987,54.69,87.96,74.82,115.05,67.16,47.6,125.95,55.04,27.19,5,2.143756
drop_off,356.08,2.25,82.23,113.41,0.3185,33.97,86.92,90.66,117.96,69.69,46.81,125.67,43.72,15.01,4,2.052548
drop_off,228.29,4.35,69.7,76.27,0.3341,49.16,75.84,79.55,79.67,45.52,81.12,113.52,30.75,31.14,5,2.124945
drop_off,336.81,3.72,97.77,92.06,0.2733,28.86,67.74,93.61,108.03,28.53,53.81,122.48,63.53,17.47,4,2.038003
drop_off,221.51,3.48,71.95,68.31,0.3084,28.0,79.72,82.72,73.52,30.86,45.13,104.0,37.45,24.42,5,2.105207
drop_off,357.06,4.17,64.51,109.18,0.3058,38.93,73.4,103.81,104.57,70.53,53.61,129.16,38.66,22.63,5,2.090807
drop_off,331.22,3.3,74.5,96.91,0.2926,51.82,76.6,101.84,118.16,62.92,45.15,129.83,33.99,27.07,5,2.078029
drop_off,279.03,2.26,80.31,116.51,0.4175,37.43,83.45,109.15,74.15,56.9,54.01,110.68,59.61,20.52,5,2.154861
drop_off,234.16,1.81,91.24,100.01,0.4271,46.67,72.43,101.87,88.79,65.3,64.75,101.38,34.71,28.31,5,2.180455
drop_off,292.66,4.36,83.03,111.57,0.3812,27.76,80.56,78.04,103.63,71.26,70.08,101.32,40.3,30.87,5,2.204582
drop_off,346.53,4.06,82.93,86.84,0.2506,40.73,87.61,100.66,101.41,46.09,77.22,84.31,40.75,30.76,5,2.219512
drop_off,328.87,1.8,96.83,84.48,0.2569,49.66,79.16,102.47,82.68,58.45,68.35,61.69,26.03,33.92,5,2.235652
drop_off,334.57,2.87,99.64,106.15,0.3173,32.42,81.75,70.47,108.54,42.2,52.44,91.22,63.94,15.96,4,2.151255
drop_off,296.62,4.07,73.35,82.15,0.2769,43.72,79.59,101.81,81.38,41.09,57.43,117.08,41.05,31.89,5,2.143424
drop_off,336.02,2.06,75.31,83.94,0.2498,32.47,78.3,77.53,110.29,30.06,71.97,81.9,53.88,24.94,5,2.184968
drop_off,345.41,4.23,88.01,126.11,0.3651,41.94,80.27,86.91,89.9,62.74,56.14,67.8,63.37,26.64,5,2.261611
drop_off,317.39,2.29,88.64,63.55,0.2002,41.05,65.87,106.06,75.18,34.93,69.9,121.39,28.62,23.09,5,2.034773
drop_off,353.85,4.5,77.7,126.23,0.3567,25.3,71.92,93.38,83.69,65.73,54.7,99.91,60.5,16.64,4,2.159204
drop_off,289.23,2.15,60.5,130.99,0.4529,31.8,50.83,90.61,111.9,66.66,52.27,75.81,64.33,27.96,5,2.254792
drop_off,278.03,3.38,95.54,100.28,0.3607,55.33,79.87,95.34,119.1,52.56,60.62,119.35,47.72,26.62,5,2.151578
drop_off,332.48,2.57,98.32,77.99,0.2346,28.3,84.4,109.31,82.34,38.18,85.0,125.58,39.81,21.4,5,2.058619
drop_off,295.36,2.44,92.29,95.68,0.3239,43.33,78.8,95.88,102.25,31.44,79.21,95.52,64.24,24.51,5,2.157666
drop_off,297.57,2.99,77.45,117.87,0.3961,54.5,56.85,88.0,97.95,74.25,68.71,63.72,43.61,27.38,5,2.243723
drop_off,228.06,3.66,82.79,102.08,0.4476,54.32,79.11,95.68,94.54,42.38,47.39,107.74,59.7,16.31,4,2.10628
drop_off,318.59,3.52,73.22,136.59,0.4287,42.24,85.04,107.31,77.21,72.14,50.76,91.65,64.45,25.77,5,2.219424
drop_off,295.55,2.58,64.79,96.64,0.327,55.28,74.55,86.49,106.52,59.07,40.34,102.67,37.58,29.24,5,2.166109
drop_off,322.56,3.45,79.8,86.5,0.2682,27.82,53.56,107.31,98.7,37.44,77.94,72.55,49.06,18.62,4,2.176429
drop_off,352.86,1.79,74.21,85.68,0.2428,46.63,85.16,84.98,79.23,44.37,74.82,69.7,41.3,21.87,5,2.207675
drop_off,276.2,3.07,60.82,100.76,0.3648,43.4,89.28,62.96,88.66,36.33,71.65,83.78,64.43,30.04,5,2.222563
drop_off,243.59,4.22,82.53,119.34,0.4899,51.5,88.23,69.42,101.04,73.18,40.23,86.93,46.16,15.55,4,2.140135
drop_off,245.45,3.22,95.66,74.73,0.3045,46.6,85.19,68.87,77.44,35.92,83.6,123.88,38.81,26.99,5,2.082564
drop_off,334.66,3.92,72.47,53.07,0.1586,33.33,63.96,69.02,95.92,26.52,66.88,127.06,26.55,33.81,5,2.02161
